row_type,name,cx,cy,cz,sx,sy,sz,yaw_deg,pivot_x,pivot_y,pivot_z,height,outer,inner,thick,r,g,b,opacity
gate,gate_00,14.0,15.0,1.424,nan,nan,nan,0.0,nan,nan,nan,2.374,1.9,1.5,0.2,0.2,0.4,0.9,0.20
